,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9709,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19135650.0,19135650.0,,1,,,,2022-08-29T15:16:00.000Z,20188.643274523005,31391498441.496216,23.1881,-0.10382503,1.2627772,-5.06166925,-17.34076593,5.46733318,-36.09507075,386322811676.12616,39.6133,423961508764.98,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
1,1027,Ethereum,ETH,ethereum,6058,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,122158688.124,122158688.124,,2,,,,2022-08-29T15:16:00.000Z,1515.1259632283654,17396176457.902096,23.8901,0.24742555,2.57697304,-3.47586271,-11.92834871,47.51023028,-22.40147578,185085800010.589,18.9806,185085800010.59,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
2,825,Tether,USDT,tether,38994,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,67549664120.38852,69156782826.60999,,3,,,,2022-08-29T15:16:00.000Z,1.0000084722155493,44556479339.82671,24.9485,-0.00599176,0.0009965,0.00314464,-0.03126501,0.10920526,0.06269446,67550236415.70323,6.9273,69157368737.78,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-29 15:20:33.561117
3,3408,USD Coin,USDC,usd-coin,6007,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,52209728764.20732,52209728764.20732,,4,,,,2022-08-29T15:16:00.000Z,1.0000230438384812,17587561746.072166,164.0058,-0.01189207,0.00382605,-0.01102668,-0.00115808,-0.01485175,-0.00121882,52210931876.76411,5.3539,52210931876.76,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-29 15:20:33.561117
4,1839,BNB,BNB,bnb,1091,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-29T15:16:00.000Z,283.3801684416666,990510729.339768,18.6554,0.21997925,1.60418634,-4.16708129,-4.33313499,33.81629359,-10.85144903,45719780223.60135,4.6886,56676033688.33,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
5,4687,Binance USD,BUSD,binance-usd,4922,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,19178267689.909256,19178267689.909256,,6,,,,2022-08-29T15:16:00.000Z,1.0004094524520295,5478540798.954011,44.1714,0.00637989,0.00843471,0.04376653,0.15883355,-0.17483754,-0.07334097,19186120278.640568,1.9675,19186120278.64,,2022-08-29T15:16:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-29 15:20:33.561117
6,52,XRP,XRP,xrp,808,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,49537223666.0,99989330486.0,,7,,,,2022-08-29T15:16:00.000Z,0.32821913311958645,974105665.8397096,67.8276,-0.16093079,-2.06064102,-2.42861162,-17.79079453,5.58126174,-20.25617789,16259064608.805582,1.6674,32821913311.96,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
7,2010,Cardano,ADA,cardano,563,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33739028515.755,34817081516.934,,8,,,,2022-08-29T15:16:00.000Z,0.4467374830184655,653740283.2537973,20.8644,0.25459948,1.14964729,-1.21795305,-17.44220655,0.94816807,-27.65726487,15072488678.616623,1.5455,20103186735.83,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
8,5426,Solana,SOL,solana,372,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,349511756.866616,511616946.142289,,9,,,,2022-08-29T15:16:00.000Z,31.766865888134276,862068002.9678357,44.5588,-0.24876663,0.68697087,-7.56487063,-28.44893673,-0.31416916,-30.17397024,11102893106.707985,1.1387,16252466914.2,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
9,74,Dogecoin,DOGE,dogecoin,555,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-29T15:16:00.000Z,0.06349990954303676,337837622.91627496,12.5554,-0.10710891,-0.10950474,-4.94312248,-11.30148872,-1.20394311,-24.89035602,8424581532.048825,0.864,8424581532.05,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
10,6636,Polkadot,DOT,polkadot-new,403,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1111522917.4315715,1226746587.7567513,,11,904869778.0,6499497767.341917,,2022-08-29T15:16:00.000Z,7.182799034030637,316191594.3561364,27.7655,0.77481972,2.15149538,0.05144982,-15.97352827,5.26665218,-29.3699069,7983845737.630407,0.8187,8811474205.54,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
11,4943,Dai,DAI,multi-collateral-dai,1292,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,6959908561.357834,6959908561.357834,,12,,,,2022-08-29T15:16:00.000Z,0.9995175479839133,531286585.1437458,42.1861,-0.09959075,-0.01439522,-0.06782749,0.00270318,-0.12062933,-0.02077128,6956550739.440628,0.7134,6956550739.44,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-29 15:20:33.561117
12,3890,Polygon,MATIC,polygon,477,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8482124683.28493,10000000000.0,,13,,,,2022-08-29T15:16:00.000Z,0.8094829421180572,472070960.7246856,5.7736,0.36977346,-1.62789852,2.77369172,-15.22981165,82.62040988,23.30847939,6866135244.037679,0.7041,8094829421.18,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
13,5994,Shiba Inu,SHIB,shiba-inu,407,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-08-29T15:16:00.000Z,1.2350161961377764e-05,402736982.8877843,16.4509,-0.19477507,0.79516809,-4.59453957,0.65661307,20.48694483,5.7310848,6781020421.167456,0.6954,7283323139.84,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-29 15:20:33.561117
14,1958,TRON,TRX,tron,680,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'bnb-chain']",,92387583272.12282,92387589434.89679,,15,71659659264.0,4501875408.400667,,2022-08-29T15:16:00.000Z,0.06282300885377354,359642773.0844667,11.7458,0.06763777,0.61533522,-3.58588329,-10.94543406,-0.40132307,-21.92851318,5804065961.883312,0.5953,5804066349.05,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
15,5805,Avalanche,AVAX,avalanche,309,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,285070969.7757161,404229626.49901325,,16,,,,2022-08-29T15:16:00.000Z,18.92800086672297,642566235.8190781,107.9511,0.03672018,-4.92411631,-14.39919758,-24.45680346,15.83314212,-27.59852019,5395823562.992312,0.5534,13628160624.04,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
16,3957,UNUS SED LEO,LEO,unus-sed-leo,20,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,953954130.0,985239504.0,,17,,,,2022-08-29T15:16:00.000Z,5.2539746206551206,3264535.6146763,-6.4094,-0.17861034,1.27440895,3.41034699,2.08497734,-12.23335258,-0.8179665,5012050788.289136,0.514,5176423349.28,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2022-08-29 15:20:33.561117
17,3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,586,2019-01-30T00:00:00.000Z,"['medium-of-exchange', 'defi', 'wrapped-tokens', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem']",,247760.55875398,247760.55875398,,18,,,,2022-08-29T15:16:00.000Z,20210.34277720448,165652631.39602974,12.6364,0.0898703,1.43308223,-4.87916431,-17.24870859,5.79348907,-36.01198914,5007325819.089646,0.5135,5007325819.09,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,2022-08-29 15:20:33.561117
18,7083,Uniswap,UNI,uniswap,463,2020-09-17T00:00:00.000Z,"['decentralized-exchange', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'bnb-chain']",1000000000.0,745583612.8267535,1000000000.0,,19,,,0.85927548,2022-08-29T15:16:00.000Z,6.180064226562386,131356747.11213414,13.041,0.01970036,4.21551187,-8.50136622,-30.42374327,30.41727157,8.91376718,4607754613.54176,0.4726,6180064226.56,5362371835.89148,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2022-08-29 15:20:33.561117
19,1321,Ethereum Classic,ETC,ethereum-classic,338,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'bnb-chain']",210700000.0,136590006.63969693,210700000.0,,20,,,,2022-08-29T15:16:00.000Z,32.587500463601415,1003805692.5480819,35.0696,-0.58549279,1.10633997,0.9477383,-18.40338393,125.06869347,38.98535813,4451126904.694444,0.4564,6866186347.68,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
20,2,Litecoin,LTC,litecoin,824,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'binance-chain', 'bnb-chain']",84000000.0,71050231.27579072,84000000.0,,21,,,,2022-08-29T15:16:00.000Z,55.80520818818809,540542700.9032925,18.7453,-0.25197438,1.52583729,-0.76103508,-11.39651496,9.08405544,-17.61424002,3964972948.164414,0.4066,4687637487.81,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
21,4195,FTX Token,FTT,ftx-token,138,2019-07-31T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'derivatives', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio']",352170015.0,134330778.26874372,330200114.3359715,,22,,,,2022-08-29T15:16:00.000Z,26.69449240910332,283431106.2589991,5.7851,-0.29684345,3.61039079,-1.93440765,-16.45241374,13.83004008,-7.38352162,3585891940.8039203,0.3678,9400999792.13,,2022-08-29T15:16:00.000Z,1839.0,BNB,BNB,bnb,FTT-F11,2022-08-29 15:20:33.561117
22,1975,Chainlink,LINK,chainlink,765,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'bnb-chain']",1000000000.0,491599970.4527867,1000000000.0,,23,,,,2022-08-29T15:16:00.000Z,6.56230240065254,294488628.53334737,29.4817,-0.17962419,1.02367354,-3.63635417,-16.93018186,7.75253466,-10.5342366,3226027666.26304,0.3309,6562302400.65,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2022-08-29 15:20:33.561117
23,3794,Cosmos,ATOM,cosmos,333,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'binance-chain', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'bnb-chain']",,286370297.0,0.0,,24,,,,2022-08-29T15:16:00.000Z,11.137753732753614,284695051.51435226,6.2841,0.96077686,1.94643614,8.27406683,1.42112101,57.1028067,8.57739347,3189521844.361511,0.3271,0.0,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
24,3635,Cronos,CRO,cronos,156,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments']",30263013692.0,25263013692.0,30263013692.0,,25,,,,2022-08-29T15:16:00.000Z,0.12149339550442391,13386998.0368639,0.2927,-0.38819514,0.78938123,-2.71545679,-13.3706516,9.340226,-35.00824456,3069289314.1158323,0.3148,3676756291.64,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,2022-08-29 15:20:33.561117
25,6535,NEAR Protocol,NEAR,near-protocol,179,2020-08-11T00:00:00.000Z,"['platform', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'injective-ecosystem', 'bnb-chain']",1000000000.0,772219651.0,1000000000.0,,26,,,,2022-08-29T15:16:00.000Z,3.9511149796722966,255137693.9869302,21.4399,-0.38740823,2.42576238,-1.89571527,-12.28995332,22.46205358,-33.48377078,3051128630.663413,0.3129,3951114979.67,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
26,328,Monero,XMR,monero,185,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18167341.93131562,18167341.93131562,,27,,,,2022-08-29T15:16:00.000Z,148.71277774509616,100614851.18053633,21.6854,-0.94207346,2.19980924,-2.50066982,-7.72000089,34.16173508,-22.70708791,2701715882.850906,0.277,2701715882.85,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
27,512,Stellar,XLM,stellar,450,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,25277519125.5812,50001787613.14394,,28,,,,2022-08-29T15:16:00.000Z,0.10400145802717989,140550714.20059562,50.9016,-0.32211566,-1.45706036,-4.1384488,-15.28071654,-2.62307855,-28.53802538,2628898844.37037,0.2696,5200260812.44,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
28,1831,Bitcoin Cash,BCH,bitcoin-cash,634,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'binance-chain', 'bnb-chain']",21000000.0,19158762.5,19158762.5,,29,,,,2022-08-29T15:16:00.000Z,118.42220594185979,273979052.32018834,8.1356,0.11793627,1.05767303,-1.64234743,-20.77065257,18.47791876,-39.16006981,2268822918.3661804,0.2327,2486866324.78,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
29,4030,Algorand,ALGO,algorand,246,2019-06-20T00:00:00.000Z,"['pos', 'platform', 'research', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'usv-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio']",10000000000.0,6898652334.106348,7320932691.042054,,30,,,,2022-08-29T15:16:00.000Z,0.292929173382799,61337294.61458109,9.9366,-0.48500721,0.7231791,-0.58156378,-15.88457423,0.58960172,-27.50783478,2020816525.6850893,0.2072,2929291733.83,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
30,4558,Flow,FLOW,flow,87,2021-01-27T00:00:00.000Z,"['collectibles-nfts', 'coinbase-ventures-portfolio', 'coinfund-portfolio', 'dcg-portfolio', 'ledgerprime-portfolio', 'a16z-portfolio', 'animoca-brands-portfolio']",,1036200000.0,1390757889.0,,31,,,,2022-08-29T15:16:00.000Z,1.776884982221551,47288824.0297508,14.495,-0.48699164,-1.33443544,-13.21167131,-10.7883486,23.75381674,-34.21480554,1841208218.577971,0.1888,2471216806.87,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
31,3077,VeChain,VET,vechain,196,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,72511146418.0,85985041177.0,,32,72511146418.0,1780956937.0866203,,2022-08-29T15:16:00.000Z,0.0245611471486061,69648887.6698493,22.5213,-0.43430882,0.52568754,-4.00825074,-11.71415568,12.43733905,-24.40233212,1780956937.0866203,0.1826,2129761774.76,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
32,8916,Internet Computer,ICP,internet-computer,130,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'polychain-capital-portfolio', 'exnetwork-capital-portfolio']",,255873826.85612032,488571642.2315751,,33,255873848.59859538,1652595380.8988044,,2022-08-29T15:16:00.000Z,6.4586333849667055,84477763.43775825,-17.1511,0.04921012,2.07839542,3.70612797,-22.59484555,25.58056374,-20.72647629,1652595240.472129,0.1695,3155505119.46,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
33,2280,Filecoin,FIL,filecoin,241,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'bnb-chain']",,270786200.0,270786200.0,,34,,,,2022-08-29T15:16:00.000Z,5.880889432062742,183196829.43565825,9.817,0.12999686,1.99897582,-4.73394022,-22.71450782,12.50760783,-26.14469792,1592463701.928428,0.1633,1592463701.93,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
34,18876,ApeCoin,APE,apecoin-ape,191,2022-03-17T12:26:36.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'entertainment', 'dao', 'governance', 'metaverse', 'animoca-brands-portfolio']",1000000000.0,306875000.0,1000000000.0,,35,314218750.0,1536280886.4351454,,2022-08-29T15:16:00.000Z,4.889208191539001,241262954.52112973,82.9656,-0.62941144,2.81534749,-2.83416188,-29.00515493,12.44458473,-27.59371379,1500375763.7785308,0.1539,4889208191.54,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4d224452801aced8b2f0aebe155379bb5d594381,2022-08-29 15:20:33.561117
35,1765,EOS,EOS,eos,481,2017-07-01T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'smart-contracts', 'binance-chain', 'fenbushi-capital-portfolio', 'galaxy-digital-portfolio', 'bnb-chain']",,999192244.2949,1061006819.1993,,36,,,,2022-08-29T15:16:00.000Z,1.4704620265097932,347326255.41486514,-10.6113,-0.33372653,-2.42613575,-12.662032,10.93368009,64.6146135,9.09350149,1469274252.418747,0.1507,1560170237.5,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
36,1966,Decentraland,MANA,decentraland,298,2017-09-17T00:00:00.000Z,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse', 'boostvc-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'polygon-ecosystem', 'play-to-earn']",,1852410097.2789547,2193556327.320146,,37,,,,2022-08-29T15:16:00.000Z,0.778956724124612,149835477.8191293,42.5092,-0.23961521,-0.02381465,-4.19526747,-26.88225238,-5.11966984,-26.85516449,1442947301.1117685,0.148,1708685450.91,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,2022-08-29 15:20:33.561117
37,6210,The Sandbox,SAND,the-sandbox,267,2020-08-05T00:00:00.000Z,"['collectibles-nfts', 'content-creation', 'gaming', 'ethereum-ecosystem', 'binance-launchpad', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio']",3000000000.0,1473270110.2233226,3000000000.0,,38,,,,2022-08-29T15:16:00.000Z,0.9675925822681145,221965888.56481117,32.7179,-0.28293901,0.87514995,-5.5874126,-30.05237404,-3.61115422,-31.29514666,1425525230.3294144,0.1462,2902777746.8,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3845badAde8e6dFF049820680d1F14bD3903a5d0,2022-08-29 15:20:33.561117
38,4642,Hedera,HBAR,hedera,108,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio']",50000000000.0,21084776583.751095,50000000000.0,,39,19389577881.0,1258824289.1652467,,2022-08-29T15:16:00.000Z,0.06492272791553541,24965746.99982941,33.4047,-0.31823833,0.54328145,-2.48102317,-12.86293934,6.05285624,-31.27698818,1368881213.3067245,0.1404,3246136395.78,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
39,2011,Tezos,XTZ,tezos,236,2017-10-06T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'smart-contracts', 'polychain-capital-portfolio', 'boostvc-portfolio', 'winklevoss-capital-portfolio']",,907063490.625271,928579851.114318,,40,,,,2022-08-29T15:16:00.000Z,1.4948763025956588,31029732.08463258,15.4832,-0.0757762,1.43901372,-3.56067092,-17.19434248,8.32698381,-27.30176308,1355947717.085417,0.1391,1388112014.5,,2022-08-29T15:16:00.000Z,,,,,,2022-08-29 15:20:33.561117
40,4066,Chiliz,CHZ,chiliz,264,2019-07-01T00:00:00.000Z,"['sports', 'collectibles-nfts', 'content-creation', 'payments']",8888888888.0,6000386952.737894,8888888888.0,,41,,,,2022-08-29T15:16:00.000Z,0.21182269485219896,491370330.86553437,-1.4594,0.12444404,-2.78275479,8.73422899,61.40802747,125.30273344,75.86818525,1271018134.4849148,0.1304,1882868398.5,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3506424f91fd33084466f402d5d97f05f8e3b4af,2022-08-29 15:20:33.561117
41,3155,Quant,QNT,quant,100,2018-08-10T00:00:00.000Z,"['platform', 'interoperability']",14612493.0,12072738.0,14612493.080826,,42,,,,2022-08-29T15:16:00.000Z,100.47930262018119,32028486.26857954,5.5346,1.16707292,3.64033461,-4.82661551,-7.8189515,96.5381617,41.35946462,1213060294.956161,0.1244,1468253106.18,,2022-08-29T15:16:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,2022-08-29 15:20:33.561117
